Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Davy, W., Travis, J.A., Laura, W., Amylou, D., Dona, L., Richard, C., Graciela, G.","57191836476;57191840969;57191842494;35227194900;12796584900;7005994312;57191847236;","Automatic prediction of linguistic decline in writings of subjects with degenerative dementia",2016,"2016 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, NAACL HLT 2016 - Proceedings of the Conference",,,,"1198","1207",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994075043&partnerID=40&md5=e05cad01a65e0ef753194da7ad96359d",Conference Paper,"Final",,Scopus,2-s2.0-84994075043
"Dai, P., Gwadry-Sridhar, F., Bauer, M., Borrie, M.","56559466800;6602615158;7401779344;6701579036;","Bagging ensembles for the diagnosis and prognostication of Alzheimer's disease",2016,"30th AAAI Conference on Artificial Intelligence, AAAI 2016",,,,"3944","3950",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007275923&partnerID=40&md5=4c89e6a4335f8cc1e19f2cf17151159e",Conference Paper,"Final",,Scopus,2-s2.0-85007275923
"Huang, X.-L., Wu, J., Li, W., Zhang, Z., Zhu, F., Wu, M.","35219880700;56495720500;56308147800;55721941500;55364647900;57188725630;","Historical Spectrum Sensing Data Mining for Cognitive Radio Enabled Vehicular Ad-Hoc Networks",2016,"IEEE Transactions on Dependable and Secure Computing","13","1", 7152885,"59","70",,21,"10.1109/TDSC.2015.2453967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962609258&doi=10.1109%2fTDSC.2015.2453967&partnerID=40&md5=a185e5a91eb32b0269acc8e901fcc264",Article,"Final",,Scopus,2-s2.0-84962609258
"Diaz, F., Mitra, B., Craswell, N.","55605195900;56286147100;6602824438;","Query expansion with locally-trained word embeddings",2016,"54th Annual Meeting of the Association for Computational Linguistics, ACL 2016 - Long Papers","1",,,"367","377",,41,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011961681&partnerID=40&md5=6acf6dbc25c2d7c94af3bea2266be664",Conference Paper,"Final",,Scopus,2-s2.0-85011961681
"Costa, L., Gago, M.F., Yelshyna, D., Ferreira, J., Silva, H.D., Rocha, L., Sousa, N., Bicho, E.","56801325100;14421192400;56669855300;56348935500;56669336200;7102199523;7003438440;6602434613;","Application of Machine Learning in Postural Control Kinematics for the Diagnosis of Alzheimer's Disease",2016,"Computational Intelligence and Neuroscience","2016",, 3891253,"","",,5,"10.1155/2016/3891253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008951537&doi=10.1155%2f2016%2f3891253&partnerID=40&md5=707a762dc49244922474537c51472525",Article,"Final",Open Access,Scopus,2-s2.0-85008951537
"Mirheidari, B., Blackburn, D., Reuber, M., Walker, T., Christensen, H.","57191869422;12752768800;7102183040;35106086900;13608506300;","Diagnosing people with dementia using automatic Conversation Analysis",2016,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH","08-12-September-2016",,,"1220","1224",,5,"10.21437/Interspeech.2016-857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994247289&doi=10.21437%2fInterspeech.2016-857&partnerID=40&md5=821426d244a67c7c18f80ff821658972",Conference Paper,"Final",,Scopus,2-s2.0-84994247289
[No author name available],[No author id available],"12th International Baltic Conference on Databases and Information Systems, DB and IS 2016",2016,"Communications in Computer and Information Science","615",,,"1","380",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979066362&partnerID=40&md5=4c2d42d3da19b59719323e4f78ab188a",Conference Review,"Final",,Scopus,2-s2.0-84979066362
[No author name available],[No author id available],"4th International Workshop on Machine Learning and Interpretation in Neuroimaging, MLINI 2014 and workshop on Neural Information Processing Systems, NIPS 2014",2016,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9444 LNAI",,,"1","128",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990036816&partnerID=40&md5=85888f360f9e9a8c90ae23c155130a45",Conference Review,"Final",,Scopus,2-s2.0-84990036816
"Maggi, F.M., Montali, M., Di Ciccio, C., Mendling, J.","35318465800;8871580200;35193494400;6503908779;","Semantical vacuity detection in declarative process mining",2016,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9850 LNCS",,,"158","175",,4,"10.1007/978-3-319-45348-4_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990055149&doi=10.1007%2f978-3-319-45348-4_10&partnerID=40&md5=c6bacc8b5d406f31e28e74eb475c0171",Conference Paper,"Final",,Scopus,2-s2.0-84990055149
"Beker, S., Kellner, V., Chechik, G., Stern, E.A.","55337033600;55337162000;8451455800;8309094000;","Learning to classify neural activity from a mouse model of Alzheimer's disease amyloidosis versus controls",2016,"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring","2",,,"39","48",,,"10.1016/j.dadm.2016.01.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959343625&doi=10.1016%2fj.dadm.2016.01.002&partnerID=40&md5=0e334441e9898509188df254e5f361a5",Article,"Final",Open Access,Scopus,2-s2.0-84959343625
"Despres, N., Lamprier, S., Piwowarski, B.","57194059167;22734104000;55900949600;","Learning language models based on neural networks for information retrieval [Apprentissage de Modèles de Langue Neuronaux pour la Recherche d'Information]",2016,"CORIA 2016 - Conference en Recherche d'Informations et Applications- 13th French Information Retrieval Conference. CIFED 2016 - Colloque International Francophone sur l'Ecrit et le Document",,,,"717","732",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026542051&partnerID=40&md5=cad8265d0f20f2fe97aae821cb155ddc",Conference Paper,"Final",,Scopus,2-s2.0-85026542051
"Madsen, S.K., Ver Steeg, G., Daianu, M., Mezher, A., Jahanshad, N., Nir, T.M., Hua, X., Gutman, B.A., Galstyan, A., Thompson, P.M.","24528863200;6507252869;55332322100;8125465100;8517650500;55628341300;23985397800;23008470000;7003679856;7403220237;","Relative value of diverse brain MRI and blood-based biomarkers for predicting cognitive decline in the elderly",2016,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE","9784",, 978411,"","",,2,"10.1117/12.2216964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981710055&doi=10.1117%2f12.2216964&partnerID=40&md5=2efd6579a2cd6478d5d0559aa27f49ac",Conference Paper,"Final",,Scopus,2-s2.0-84981710055
"Sarratt, T., Jhala, A.","30767706600;15055824300;","Policy communication for coordination with unknown teammates",2016,"AAAI Workshop - Technical Report","WS-16-01 - WS-16-15",,,"567","573",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021898504&partnerID=40&md5=af88aa2751bdcdb1e9561cf32e506a5e",Conference Paper,"Final",,Scopus,2-s2.0-85021898504
"Koikkalainen, J., Rhodius-Meester, H., Tolonen, A., Barkhof, F., Tijms, B., Lemstra, A.W., Tong, T., Guerrero, R., Schuh, A., Ledig, C., Rueckert, D., Soininen, H., Remes, A.M., Waldemar, G., Hasselbalch, S., Mecocci, P., Van Der Flier, W., Lötjönen, J.","6603098087;37034767600;56178352400;7102989379;31067522400;6603488459;55625986800;52364015700;56596298100;55332432900;7004895812;24318493000;6603846847;7006374342;7003306777;7006313835;8548678900;8324761200;","Differential diagnosis of neurodegenerative diseases using structural MRI data",2016,"NeuroImage: Clinical","11",,,"435","449",,31,"10.1016/j.nicl.2016.02.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962437210&doi=10.1016%2fj.nicl.2016.02.019&partnerID=40&md5=2d170a140a033481d558d51d8cfb787f",Article,"Final",Open Access,Scopus,2-s2.0-84962437210
"Guerrero, J.M., Martínez-Tomás, R., Rincón, M., Peraita, H.","57061780200;55887969100;56649795000;6508367682;","Diagnosis of cognitive impairment compatible with early diagnosis of Alzheimer’s disease: A Bayesian network model based on the analysis of oral definitions of semantic categories",2016,"Methods of Information in Medicine","55","1",,"42","49",,4,"10.3414/ME14-01-0071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954480172&doi=10.3414%2fME14-01-0071&partnerID=40&md5=83c231f0a32e887943773f3c18ae9c09",Article,"Final",,Scopus,2-s2.0-84954480172
"Sountharrajan, S., Thangaraj, P., Suganya, E.","57192169178;26432403100;57194427618;","Particle swarm optimized feature selection for alzheimer classification",2016,"IIOAB Journal","7","9Special Issue",,"787","794",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020113697&partnerID=40&md5=281629dc63c3e18e92152f82752f2e84",Article,"Final",,Scopus,2-s2.0-85020113697
[No author name available],[No author id available],"International Conference on Machine Learning and Signal Processing, MALSIP 2015",2016,"Lecture Notes in Electrical Engineering","387",,,"1","312",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975893936&partnerID=40&md5=ebed279831de010e9d83f0f862f1647a",Conference Review,"Final",,Scopus,2-s2.0-84975893936
"Zhang, Y., Wilcockson, T., Kim, K.I., Crawford, T., Gellersen, H., Sawyer, P.","52664598600;56487914700;7409324679;57203081297;6701531333;7101723760;","Monitoring dementia with automatic eye movements analysis",2016,"Smart Innovation, Systems and Technologies","57",,,"299","309",,7,"10.1007/978-3-319-39627-9_26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977108755&doi=10.1007%2f978-3-319-39627-9_26&partnerID=40&md5=034237ca8277c22fe941a704bf71f9ea",Conference Paper,"Final",Open Access,Scopus,2-s2.0-84977108755
"Xu, R., Chen, H., Zhao, J.L.","57193138906;35110334600;35304354800;","Topic associations in document models for ad hoc information retrieval",2016,"Pacific Asia Conference on Information Systems, PACIS 2016 - Proceedings",,,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011028286&partnerID=40&md5=fce48efa8ebfdde39c69e2f38920b8a4",Conference Paper,"Final",,Scopus,2-s2.0-85011028286
"Dissen, Y., Keshet, J.","57191869988;8671885400;","Formant estimation and tracking using deep learning",2016,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH","08-12-September-2016",,,"958","962",,4,"10.21437/Interspeech.2016-490","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994302357&doi=10.21437%2fInterspeech.2016-490&partnerID=40&md5=e59f6cce5cacd04deb0a90d0ee749cf9",Conference Paper,"Final",,Scopus,2-s2.0-84994302357
[No author name available],[No author id available],"International Workshop on Medical Computer Vision, MCV 2015 held in conjunction with International Workshop on Medical Image Computing for Computer Assisted Intervention, MICCAI 2015",2016,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9601 LNCS",,,"1","181",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981295640&partnerID=40&md5=d79ce179b069ebb53d59c0a8f26d718b",Conference Review,"Final",,Scopus,2-s2.0-84981295640
"Palm, R., Trutschel, D., Simon, M., Bartholomeyczik, S., Holle, B.","55192218000;56401014800;55316240100;35922740300;36196526800;","Differences in Case Conferences in Dementia Specific vs Traditional Care Units in German Nursing Homes: Results from a Cross-Sectional Study",2016,"Journal of the American Medical Directors Association","17","1",,"91.e9","91.e13",,4,"10.1016/j.jamda.2015.08.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955207641&doi=10.1016%2fj.jamda.2015.08.018&partnerID=40&md5=ab6aadc5588efc2f04c32bc0a4c31a36",Article,"Final",,Scopus,2-s2.0-84955207641
"Yang, T., Zhang, F., Li, X., Jia, Q., Wang, C.","57192375462;57192385420;57192370509;57192371650;57192378277;","Domain-specific entity discovery and linking task",2016,"Communications in Computer and Information Science","650",,,"214","218",,1,"10.1007/978-981-10-3168-7_21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005978180&doi=10.1007%2f978-981-10-3168-7_21&partnerID=40&md5=6ae533c0534537d8a1c21093d6317c68",Conference Paper,"Final",,Scopus,2-s2.0-85005978180
[No author name available],[No author id available],"International Conference on Advanced Engineering Theory and Applications, AETA 2015",2016,"Lecture Notes in Electrical Engineering","371",,,"1","916",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961201583&partnerID=40&md5=8b52a241f19d6f3428f9225a41963d35",Conference Review,"Final",,Scopus,2-s2.0-84961201583
[No author name available],[No author id available],"International Symposium on Intelligent Systems Technologies and Applications, ISTA 2015 co-located with 4th International Conference on Advances in Computing, Communications and Informatics, ICACCI 2015",2016,"Advances in Intelligent Systems and Computing","385",,,"1","463",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985020812&partnerID=40&md5=33432d1d2e5564955b4ad7d71ab2ba2f",Conference Review,"Final",,Scopus,2-s2.0-84985020812
"Uiterwijk, R., Huijts, M., Staals, J., Rouhl, R.P.W., De Leeuw, P.W., Kroon, A.A., Van Oostenbrugge, R.J.","56194641600;54906196600;6506821835;23502460000;35376243500;35452655900;56400623200;","Endothelial activation is associated with cognitive performance in patients with hypertension",2016,"American Journal of Hypertension","29","4",,"464","469",,9,"10.1093/ajh/hpv122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962597632&doi=10.1093%2fajh%2fhpv122&partnerID=40&md5=45e39759b807a3dd305a084f916e984d",Article,"Final",Open Access,Scopus,2-s2.0-84962597632
"Pahl, C., Varadarajan, K.M.","56428733000;34168439100;","Emotional feedback for service robots using hapto-acoustic interface",2015,"Proceedings of the 2015 Pattern Recognition Association of South Africa and Robotics and Mechatronics International Conference, PRASA-RobMech 2015",,, 7359526,"219","224",,1,"10.1109/RoboMech.2015.7359526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962468423&doi=10.1109%2fRoboMech.2015.7359526&partnerID=40&md5=e031975f1482010b9db626fd5bc1f4e9",Conference Paper,"Final",,Scopus,2-s2.0-84962468423
"O'Keeffe, D., Salonidis, T., Pietzuch, P.","56732661800;55917823300;22734675800;","Network-aware stream query processing in mobile ad-hoc networks",2015,"Proceedings - IEEE Military Communications Conference MILCOM","2015-December",, 7357630,"1335","1340",,3,"10.1109/MILCOM.2015.7357630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959273129&doi=10.1109%2fMILCOM.2015.7357630&partnerID=40&md5=4348a8b9d5bcea488c2871baf61715ab",Conference Paper,"Final",,Scopus,2-s2.0-84959273129
"Chi, C.-L., Oh, W., Borson, S.","23766766100;57188954959;7004932863;","Feasibility Study of a Machine Learning Approach to Predict Dementia Progression",2015,"Proceedings - 2015 IEEE International Conference on Healthcare Informatics, ICHI 2015",,, 7349729,"450","",,1,"10.1109/ICHI.2015.68","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966351273&doi=10.1109%2fICHI.2015.68&partnerID=40&md5=fe3365f417d1bc25a84028993f883ab0",Conference Paper,"Final",,Scopus,2-s2.0-84966351273
"Cheng, B., Liu, M., Suk, H.-I., Shen, D., Zhang, D.","56699303500;36677833300;56332955800;7401738392;7405356869;","Multimodal manifold-regularized transfer learning for MCI conversion prediction",2015,"Brain Imaging and Behavior","9","4",,"913","926",,26,"10.1007/s11682-015-9356-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948567283&doi=10.1007%2fs11682-015-9356-x&partnerID=40&md5=76305b1d9218cb04364d8c6e599fc84d",Article,"Final",,Scopus,2-s2.0-84948567283
"Cao, B., Kong, X., Yu, P.S.","56719076700;36454831900;7403599548;","A review of heterogeneous data mining for brain disorder identification",2015,"Brain Informatics","2","4",,"253","264",,4,"10.1007/s40708-015-0021-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027875638&doi=10.1007%2fs40708-015-0021-3&partnerID=40&md5=f51a132a4781e68958e3bc47a5df3a94",Review,"Final",Open Access,Scopus,2-s2.0-85027875638
"Prud’Hommeaux, E., Roark, B.","57044789600;6602435568;","Graph-basedword alignment for clinical language evaluation",2015,"Computational Linguistics","41","4",,"549","578",,6,"10.1162/COLI_a_00232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953715306&doi=10.1162%2fCOLI_a_00232&partnerID=40&md5=ed063f8ae585774078677eaec89ed602",Article,"Final",Open Access,Scopus,2-s2.0-84953715306
"Khodabakhsh, A., Yesil, F., Guner, E., Demiroglu, C.","55606853500;55900982100;43261466000;8627099600;","Evaluation of linguistic and prosodic features for detection of Alzheimer’s disease in Turkish conversational speech",2015,"Eurasip Journal on Audio, Speech, and Music Processing","2015","1",,"","",15,8,"10.1186/s13636-015-0052-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927153783&doi=10.1186%2fs13636-015-0052-y&partnerID=40&md5=b03a22644b159593351cb6843a4a023a",Article,"Final",Open Access,Scopus,2-s2.0-84927153783
"Chen, T., Zeng, D., Wang, Y.","56582911100;8725807700;12806035300;","Multiple kernel learning with random effects for predicting longitudinal outcomes and data integration",2015,"Biometrics","71","4",,"918","928",,4,"10.1111/biom.12343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955318904&doi=10.1111%2fbiom.12343&partnerID=40&md5=b7902571208e37538d05106d3c635f7b",Article,"Final",,Scopus,2-s2.0-84955318904
"Fazlollahi, A., Meriaudeau, F., Giancardo, L., Villemagne, V.L., Rowe, C.C., Yates, P., Salvado, O., Bourgeat, P.","6603140837;7004591575;26321487500;6701608757;7103076267;46462060900;6508030900;8576247900;","Computer-aided detection of cerebral microbleeds in susceptibility-weighted imaging",2015,"Computerized Medical Imaging and Graphics","46",,,"269","276",,10,"10.1016/j.compmedimag.2015.10.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955259585&doi=10.1016%2fj.compmedimag.2015.10.001&partnerID=40&md5=6cb4ebf654d186faba6b15175e58f853",Article,"Final",,Scopus,2-s2.0-84955259585
"Simpson, I.J.A., Cardoso, M.J., Modat, M., Cash, D.M., Woolrich, M.W., Andersson, J.L.R., Schnabel, J.A., Ourselin, S.","52364860800;36239799800;24376919100;56410615100;6602694140;7201501414;7003492772;6602233595;","Probabilistic non-linear registration with spatially adaptive regularisation",2015,"Medical Image Analysis","26","1",,"203","216",,8,"10.1016/j.media.2015.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943789198&doi=10.1016%2fj.media.2015.08.006&partnerID=40&md5=7cc07b80226c6251b87c73f308a48394",Article,"Final",Open Access,Scopus,2-s2.0-84943789198
