Title,DOI
A Comparison of Magnetic Resonance Imaging and Neuropsychological Examination in the Diagnostic Distinction of Alzheimer's Disease and Behavioral Variant Frontotemporal Dementia,10.3389/fnagi.2016.00119
Modeling patterns of activities using activity curves,10.1016/j.pmcj.2015.09.007
Assessment for the Model Predicting of the Cognitive and Language Ability in the Mild Dementia by the Method of Data-Mining Technique,
Relationship Induced Multi-Template Learning for Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment,10.1109/TMI.2016.2515021
Deep sparse multi-task learning for feature selection in Alzheimer's disease diagnosis,10.1007/s00429-015-1059-y
Acoustic echo cancellation using adaptive filtering algorithms for Quranic accents (Qiraat) identification,10.1007/s10772-015-9319-z
Data-Driven Design of Intelligent Wireless Networks: An Overview and Tutorial,10.3390/s16060790
Improving Gabor Filter Bank Design and SVM Optimization Using Cuckoo Search for Mild Cognitive Impairment Classification,10.1166/jmihi.2016.1759
"Cognitive function, diet and lifestyle factors: A regression tree analysis.",10.1016/j.clnesp.2016.03.061
"Genetic algorithms in wireless networking: techniques, applications, and issues",10.1007/s00500-016-2070-9
Vocabulary Size in Speech May Be an Early Indicator of Cognitive Impairment,10.1371/journal.pone.0155195
Unsupervised entity and relation extraction from clinical records in Italian,10.1016/j.compbiomed.2016.01.014
Complex diseases SNP selection and classification by hybrid Association Rule Mining and Artificial Neural Network-based Evolutionary Algorithms,10.1016/j.engappai.2016.01.004
Sequential detection of learning in cognitive diagnosis,10.1111/bmsp.12065
One for All? Hitting Multiple Alzheimer's Disease Targets with One Drug,10.3389/fnins.2016.00177
A fuzzy framework for encoding uncertainty in clinical decision-making,10.1016/j.knosys.2016.01.020
Prognostic Risk Profiles for Dementia: A Machine Learning Approach,
Machine-learning identifies substance-specific behavioral markers for opiate and stimulant dependence,10.1016/j.drugalcdep.2016.02.008
State-space model with deep learning for functional dynamics estimation in resting-state fMRI,10.1016/j.neuroimage.2016.01.005
White matter hyperintensities and imaging patterns of brain ageing in the general population,10.1093/brain/aww008
MRI visual rating scales in the diagnosis of dementia: evaluation in 184 post-mortem confirmed cases,10.1093/brain/aww005
Feature-ranking-based Alzheimer's disease classification from structural MRI,10.1016/j.mri.2015.11.009
Learning classification models of cognitive conditions from subtle behaviors in the digital Clock Drawing Test,10.1007/s10994-015-5529-5
Automated Video Analysis of Handwashing Behavior as a Potential Marker of Cognitive Health in Older Adults,10.1109/JBHI.2015.2413358
Early detection of Alzheimer's disease using MRI hippocampal texture,10.1002/hbm.23091
CSF complement 3 and factor H are staging biomarkers in Alzheimer's disease,10.1186/s40478-016-0277-8
Pattern discovery via constraint programming,10.1016/j.knosys.2015.10.031
An Efficient Algorithm For Weak Hierarchical Lasso,10.1145/2791295
Emotion space model for classifying opinions in stock message board,10.1016/j.eswa.2015.08.023
Quasi-conformal statistical shape analysis of hippocampal surfaces for Alzheimer's disease analysis,10.1016/j.neucom.2015.10.047
Capturing heterogeneous group differences using mixture-of-experts: Application to a study of aging,10.1016/j.neuroimage.2015.10.045
Matched signal detection on graphs: Theory and application to brain imaging data classification,10.1016/j.neuroimage.2015.10.026
Sparse SPM: Group Sparse-dictionary learning in SPM framework for resting-state functional connectivity MRI analysis,10.1016/j.neuroimage.2015.10.081
Formant Estimation and Tracking using Deep Learning,10.21437/Interspeech.2016-490
Diagnosing people with dementia using automatic conversation analysis,10.21437/Interspeech.2016-857
Functional Connectivity Network Fusion with Dynamic Thresholding for MCI Diagnosis,10.1007/978-3-319-47157-0_30
Computer Aided Analysis of Cognitive Disorder in Patients with Parkinsonism using Machine Learning Method with Multilevel ROI-based Features,
Radio Transformer Networks: Attention Models for Learning to Synchronize in Wireless Systems,
Classification of Alzheimer's Disease and Mild Cognitive Impairment: Machine Learning Applied to rs-fMRI Brain Graphs,
Utilizing Finger Movement Data to Cluster Patients with Everyday Action Impairment,
Finding a Disease-Related Gene from Microarray Data using Random Forest,
An efficient approach for ensemble of SVM and ANN for sentiment classification,
Website Classification Using Latent Dirichlet Allocation and its Application for Internet Advertising,10.1109/ICDMW.2016.141
Identification of blood biomarkers for use in point of care diagnosis tool for Alzheimer's disease,
Cooperative Spectrum Sensing With Data Mining of Multiple Users' Historical Sensing Data,10.1109/ACCESS.2016.2623478
Individual Metabolic Network for the Accurate Detection of Alzheimer's Disease Based on FDG-PET imaging,
Research on Traditional Chinese Medicine Syndrome Factors in Cognitive Disorder After Apoplexy Based on TCMISS,
Power Efficient Implementation of MVA-SI on Speech Controlled IoT Systems,
Prognosis of dementia employing machine learning and microsimulation techniques: a systematic literature review,10.1016/j.procs.2016.09.185
Proposal of Statistical Method of Semantic Indexing for Multilingual Documents,
A Modified Cyclostationary Spectrum Sensing Based on Softmax Regression Model,
Deep Convolutional Neural Networks for Classification of Mild Cognitive Impaired and Alzheimer's Disease Patients from Scalp EEG Recordings,
Predictors of care home and hospital admissions and their costs for older people with Alzheimer's disease: findings from a large London case register,10.1136/bmjopen-2016-013591
Application of Machine Learning in Postural Control Kinematics for the Diagnosis of Alzheimer's Disease,10.1155/2016/3891253
Classification of Alzheimer's Disease in MRI using Visual Saliency Information,
A Deep Relevance Matching Model for Ad-hoc Retrieval,10.1145/2983323.2983769
Pauses During Autobiographical Discourse Reflect Episodic Memory Processes in Early Alzheimer's Disease,10.3233/JAD-150408
Distilling Architectural Design Decisions and their Relationships using Frequent Item-Sets,10.1109/WICSA.2016.9
Secure and Connected Telehealth Approach to Mitigating Concussion Risks in Student Athletes,
Automatic Modulation Classification in Practical Wireless Channels,
LEARNING TO SEPARATE VOCALS FROM POLYPHONIC MIXTURES VIA ENSEMBLE METHODS AND STRUCTURED OUTPUT PREDICTION,
Monitoring Dementia with Automatic Eye Movements Analysis,10.1007/978-3-319-39627-9_26
Semantical Vacuity Detection in Declarative Process Mining,10.1007/978-3-319-45348-4_10
An Oblique Approach to Prediction of Conversion to Alzheimer's Disease with Multikernel Gaussian Processes,10.1007/978-3-319-45174-9_13
Hello Harlie: Enabling Speech Monitoring Through Chat-Bot Conversations,10.3233/978-1-61499-666-8-55
DSPAA: A Data Sharing Platform with Automated Annotation,10.1016/j.procs.2016.05.175
Relative Value of Diverse Brain MRI and Blood-Based Biomarkers for Predicting Cognitive Decline in the Elderly,10.1117/12.2216964
A PSO-based Weighting Method to Enhance Machine Learning Techniques for Cooperative Spectrum Sensing in CR Networks,
Improving Accuracy in Noninvasive Telemonitoring of Progression of Parkinson's Disease using Two-Step Predictive Model,
Evaluating Progression of Alzheimer's Disease by Regression and Classification Methods in a Narrative Language Test in Portuguese,10.1007/978-3-319-41552-9_10
Combining Feature Extraction Methods to Assist the Diagnosis of Alzheimer's Disease,10.2174/1567205013666151116141906
Diagnosis of Neurodegenerative Diseases: The Clinical Approach,10.2174/1567205013666151116141603
Alzheimer's Disease Brain Areas: The Machine Learning Support for Blind Localization,10.2174/1567205013666160314144822
Frontiers for the Early Diagnosis of AD by Means of MRI Brain Imaging and Support Vector Machines,10.2174/1567205013666151116141705
Novel verbal fluency scores and structural brain imaging for prediction of cognitive outcome in mild cognitive impairment.,10.1016/j.dadm.2016.02.001
Historical Spectrum Sensing Data Mining for Cognitive Radio Enabled Vehicular Ad-Hoc Networks,10.1109/TDSC.2015.2453967
Three-Dimensional Eigenbrain for the Detection of Subjects and Brain Regions Related with Alzheimer's Disease,10.3233/JAD-150988
Detection of Alzheimer's Disease by Three-Dimensional Displacement Field Estimation in Structural Magnetic Resonance Imaging,10.3233/JAD-150848
Integrating Biomarkers for Underlying Alzheimer's Disease in Mild Cognitive Impairment in Daily Practice: Comparison of a Clinical Decision Support System with Individual Biomarkers,10.3233/JAD-150548
Diagnosis of Cognitive Impairment Compatible with Early Diagnosis of Alzheimer's Disease,10.3414/ME14-01-0071
Linguistic Features Identify Alzheimer's Disease in Narrative Speech,10.3233/JAD-150520
Improving Language Estimation with the Paragraph Vector Model for Ad-hoc Retrieval,10.1145/2911451.2914688
Discrimination between Alzheimer's Disease and Late Onset Bipolar Disorder Using Multivariate Analysis,10.3389/fnagi.2015.00231
A Prediction Model for Mild Cognitive Impairment Using Random Forests,
Adapting existing natural language processing resources for cardiovascular risk factors identification in clinical notes.,10.1016/j.jbi.2015.08.002
Automated systems for the de-identification of longitudinal clinical narratives: Overview of 2014 i2b2/UTHealth shared task Track 1.,10.1016/j.jbi.2015.06.007
Risk factor detection for heart disease by applying text analytics in electronic medical records.,10.1016/j.jbi.2015.08.011
Hidden Markov model using Dirichlet process for de-identification.,10.1016/j.jbi.2015.09.004
CRFs based de-identification of medical records.,10.1016/j.jbi.2015.08.012
Automatic de-identification of electronic medical records using token-level and character-level conditional random fields.,10.1016/j.jbi.2015.06.009
Automatic detection of protected health information from clinic narratives.,10.1016/j.jbi.2015.06.015
Agile text mining for the 2014 i2b2/UTHealth Cardiac risk factors challenge.,10.1016/j.jbi.2015.06.030
Using local lexicalized rules to identify heart disease risk factors in clinical notes.,10.1016/j.jbi.2015.06.013
Using natural language processing to identify problem usage of prescription opioids,10.1016/j.ijmedinf.2015.09.002
Multiple Kernel Learning with Random Effects for Predicting Longitudinal Outcomes and Data Integration,10.1111/biom.12343
Graph-Based Word Alignment for Clinical Language Evaluation,10.1162/COLI_a_00232
Pathological Brain Detection by a Novel Image Feature-Fractional Fourier Entropy,10.3390/e17127877
Multimodal manifold-regularized transfer learning for MCI conversion prediction,10.1007/s11682-015-9356-x
Multi-modality sparse representation-based classification for Alzheimer's disease and mild cognitive impairment,10.1016/j.cmpb.2015.08.004
BMExpert: Mining MEDLINE for Finding Experts in Biomedical Domains Based on Language Model,10.1109/TCBB.2015.2430338
Analyzing Activity Behavior and Movement in a Naturalistic Environment Using Smart Home Techniques,10.1109/JBHI.2015.2461659
Identifying patients with Alzheimer's disease using resting-state fMRI and graph theory,10.1016/j.clinph.2015.02.060
Integrative biomarker discovery in neurodegenerative diseases,10.1002/wsbm.1310
Neuropsychological test selection for cognitive impairment classification: A machine learning approach,10.1080/13803395.2015.1067290
